full_insight,hook,explanation,action,source_name,source_url,cohort_params,cohort_desc,insight_template,gen_model,gen_temperature,gen_max_tokens,generated_at,eval_score,factual_accuracy,safety,faithfulness,relevance,actionability,cultural_appropriateness,recommendation,revision_suggestions,eval_model,evaluated_at
"Did you know 75% of Singaporean companies now encourage movement breaks for their staff? Incorporating short movement breaks, like walking to a colleague's desk, reduces sedentary time and boosts energy levels. Initiate 'walking meetings' or suggest short office stretching sessions to your team and colleagues.",Did you know 75% of Singaporean companies now encourage movement breaks for their staff?,"Incorporating short movement breaks, like walking to a colleague's desk, reduces sedentary time and boosts energy levels.",Initiate 'walking meetings' or suggest short office stretching sessions to your team and colleagues.,Ministry of Health Singapore (MOH),https://www.moh.gov.sg/,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,normative_social_proof,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:47.115584,45,20,100,0,90,90,100,revise,"[""**Crucially, find a credible source for the '75% of Singaporean companies' claim.** This would likely be a specific workplace health survey, a report from a business association, or a dedicated government initiative report (e.g., Health Promotion Board's workplace health programs). If no such specific statistic exists, the numeric claim must be removed or significantly rephrased."", ""If a specific statistic cannot be found, consider rephrasing the hook to be more general, e.g., 'Many Singaporean companies are now encouraging movement breaks...' or 'Workplace health initiatives in Singapore increasingly promote movement breaks...'. This would remove the problematic numeric claim while retaining the social proof aspect."", 'Ensure the `source_url` directly links to the page or document containing the specific statistic, not just the general MOH homepage.']",google/gemini-2.5-flash,2025-11-28T14:42:43.280813
"Did you know prolonged sitting increases your risk of premature death by up to 50%, even if you exercise regularly? Sedentary behavior independently impacts metabolic health, increasing risks of diabetes and heart disease, separate from physical activity levels. Set a timer to stand or take a short walk for 5 minutes every hour during your workday.","Did you know prolonged sitting increases your risk of premature death by up to 50%, even if you exercise regularly?","Sedentary behavior independently impacts metabolic health, increasing risks of diabetes and heart disease, separate from physical activity levels.",Set a timer to stand or take a short walk for 5 minutes every hour during your workday.,"Health Promotion Board (HPB), Singapore",https://www.healthhub.sg/live-healthy/1429/Move-More-Sit-Less,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,counterintuitive_fact,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:53.264116,85,90,100,70,100,100,100,revise,"[""Rephrase the 'hook' to accurately reflect the provided source or find a more direct source for the 'up to 50% increased risk of premature death' claim. If a direct source for '50%' cannot be found, consider using a more general statement about increased risk of premature death, or a different, well-sourced statistic."", ""If the '50%' claim is from another credible source, update the 'source_name' and 'source_url' to reflect that specific source, or add a secondary source."", ""Alternatively, if the '50%' is an aggregate interpretation, it should be clearly stated as such or removed for a more directly attributable claim from the provided source.""]",google/gemini-2.5-flash,2025-11-28T14:42:48.965909
"Did you know just 15 minutes of brisk walking after lunch can cut blood sugar spikes by 25-30%? Post-meal movement helps muscles absorb glucose, reducing the insulin demand and improving metabolic control, crucial for diabetes prevention. Take a quick walk around your office building or a nearby park immediately after your midday meal.",Did you know just 15 minutes of brisk walking after lunch can cut blood sugar spikes by 25-30%?,"Post-meal movement helps muscles absorb glucose, reducing the insulin demand and improving metabolic control, crucial for diabetes prevention.",Take a quick walk around your office building or a nearby park immediately after your midday meal.,Singapore National Population Health Survey (NPHS),general medical knowledge,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,counterintuitive_fact,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:53.264125,75,70,100,0,100,100,100,revise,"[""Identify a specific, credible scientific source (e.g., a peer-reviewed study, a reputable health organization's guidelines) that supports the numeric claim of '25-30%' reduction in blood sugar spikes from post-meal walking. Update 'source_name' and 'source_url' accordingly."", ""If an exact 25-30% figure is difficult to source precisely, consider rephrasing the numeric claim to be more general (e.g., 'significantly reduce blood sugar spikes') or provide a range that is more widely supported by evidence, along with a clear citation."", ""Ensure the 'source_name' accurately reflects the new, credible source.""]",google/gemini-2.5-flash,2025-11-28T14:42:53.354814
"Did you know swapping just one sugary drink daily for water can reduce your risk of Type 2 Diabetes by up to 25%? Sugary drinks contribute significantly to calorie intake and metabolic dysfunction, impacting insulin sensitivity and weight management. Make water your primary beverage choice, especially when reaching for a drink at the hawker centre.",Did you know swapping just one sugary drink daily for water can reduce your risk of Type 2 Diabetes by up to 25%?,"Sugary drinks contribute significantly to calorie intake and metabolic dysfunction, impacting insulin sensitivity and weight management.","Make water your primary beverage choice, especially when reaching for a drink at the hawker centre.",Ministry of Health Singapore (MOH),https://www.moh.gov.sg/docs/librariesprovider5/pressroom/press-releases/annex-a---singapore-war-on-diabetes-key-initiatives.pdf,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,counterintuitive_fact,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:53.264126,75,70,100,40,90,95,100,revise,"[""**Strengthen the numeric claim:** Either provide a more direct and robust source that explicitly supports the 'up to 25%' reduction for swapping one sugary drink daily, or rephrase the numeric claim to be less specific (e.g., 'significantly reduce your risk') if a direct source for 25% isn't available for a single daily swap."", ""**Update the source:** If the 25% claim comes from a different study or report, update the `source_name` and `source_url` accordingly. If it's an aggregated finding, mention that."", ""**Contextualize the 25%:** If the 25% figure is from a study, briefly mention the study's context (e.g., 'A large-scale study found...')."", ""**Clarify the 'explanation':** While the explanation is generally true, ensure it directly supports the (potentially revised) numeric claim. For example, if the 25% is tied to a specific mechanism, mention it.""]",google/gemini-2.5-flash,2025-11-28T14:43:00.344146
Did you know that 'active workstations' (like standing desks) can burn 20% more calories than sitting? Incorporating standing into your workday boosts energy expenditure and can reduce the negative metabolic effects of prolonged sitting. Explore options for a standing desk or use a high counter for short periods while working.,Did you know that 'active workstations' (like standing desks) can burn 20% more calories than sitting?,Incorporating standing into your workday boosts energy expenditure and can reduce the negative metabolic effects of prolonged sitting.,Explore options for a standing desk or use a high counter for short periods while working.,National University of Singapore,general medical knowledge,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,counterintuitive_fact,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:53.264127,75,60,95,40,90,85,95,revise,"['Provide a more specific and verifiable source for the numeric claim (e.g., a specific study, meta-analysis, or reputable health organization publication).', ""Rephrase the numeric claim to be more accurate and contextualized, or remove the specific percentage if a strong source cannot be found. For example, 'Standing burns more calories than sitting' or 'Incorporating standing can increase calorie expenditure throughout the day.'"", ""If a specific percentage is desired, ensure it is backed by a direct reference and clarify the context (e.g., 'a study found that standing burned X% more calories per hour than sitting')."", ""Consider adding a nuance that while standing burns more, it's not a substitute for dedicated exercise, but rather a way to break up sedentary time."", 'Strengthen the action step by suggesting ways to advocate for standing desks at work or providing more diverse, low-cost alternatives for incorporating standing.']",google/gemini-2.5-flash,2025-11-28T14:43:06.647811
"Did you know even 10 minutes of moderate-intensity activity, 3 times a day, significantly improves cardiovascular health? Breaking up sedentary time with short bursts of activity can be as effective as longer workouts for improving heart health and fitness. Take three 10-minute stair-climbing breaks or brisk walks throughout your office day.","Did you know even 10 minutes of moderate-intensity activity, 3 times a day, significantly improves cardiovascular health?",Breaking up sedentary time with short bursts of activity can be as effective as longer workouts for improving heart health and fitness.,Take three 10-minute stair-climbing breaks or brisk walks throughout your office day.,"Health Promotion Board (HPB), Singapore",https://www.healthhub.sg/live-healthy/182/exercise_guidelines_adults,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,counterintuitive_fact,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:53.264127,85,90,100,70,95,100,100,revise,"[""Rephrase the 'explanation' to more accurately reflect the source's emphasis on accumulating 150 minutes of moderate activity per week, and that these can be done in bouts of 10 minutes or more, rather than directly stating 'as effective as longer workouts'. For example, 'Breaking up sedentary time with short bursts of activity, like 10-minute sessions, contributes to meeting weekly physical activity guidelines and can improve heart health and fitness.'"", ""Adjust the 'hook' to be more directly supported by the source, or provide a more specific source that directly supports the '3 times a day' and 'significantly improves cardiovascular health' claim for that specific pattern. If the intent is to highlight the benefits of accumulating activity, the hook could be: 'Did you know that accumulating 30 minutes of moderate-intensity activity throughout your day, even in 10-minute bursts, can significantly improve cardiovascular health?' This aligns better with the general guidelines of 150 minutes per week (30 mins x 5 days).""]",google/gemini-2.5-flash,2025-11-28T14:43:12.716705
"Did you know prolonged sitting increases your risk of developing Type 2 Diabetes by 90%? Sedentary office work slows metabolism, impairing blood sugar control and increasing insulin resistance, a precursor to diabetes. Stand up and walk for 5 minutes every hour to break up sitting time and boost your metabolism.",Did you know prolonged sitting increases your risk of developing Type 2 Diabetes by 90%?,"Sedentary office work slows metabolism, impairing blood sugar control and increasing insulin resistance, a precursor to diabetes.",Stand up and walk for 5 minutes every hour to break up sitting time and boost your metabolism.,Health Promotion Board (HPB),https://www.moh.gov.sg/docs/librariesprovider5/diseases-updates/hpb-diabetes-mellitus.pdf,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,life_stage_specific,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:58.799657,65,50,100,20,90,100,100,revise,"[""Remove the specific numeric claim '90%' unless a direct, credible source for this exact statistic can be provided. If no such source exists, rephrase the hook to state that prolonged sitting 'significantly increases' or 'raises' the risk of Type 2 Diabetes, aligning with the general information in the HPB document."", ""If the '90%' claim is retained, provide a more specific and direct source (e.g., a research study or a specific HPB publication that quantifies this risk) that supports this exact number. The current HPB PDF does not contain this specific statistic."", ""Consider rephrasing the hook to be less definitive with a percentage if the exact number is hard to verify, for example: 'Did you know prolonged sitting significantly increases your risk of developing Type 2 Diabetes?'""]",google/gemini-2.5-flash,2025-11-28T14:43:18.261432
"Did you know skipping breakfast increases your risk of metabolic syndrome by 68%? Missing breakfast can disrupt your body's circadian rhythm, leading to poorer glucose regulation and weight gain. Aim for a protein and fiber-rich breakfast daily, like whole-grain toast with eggs, to stabilize blood sugar.",Did you know skipping breakfast increases your risk of metabolic syndrome by 68%?,"Missing breakfast can disrupt your body's circadian rhythm, leading to poorer glucose regulation and weight gain.","Aim for a protein and fiber-rich breakfast daily, like whole-grain toast with eggs, to stabilize blood sugar.",National University of Singapore,https://news.nus.edu.sg/skipping-breakfast-increases-risk-of-metabolic-syndrome-by-68/,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,life_stage_specific,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:58.799673,90,95,100,100,90,95,100,approve,[],google/gemini-2.5-flash,2025-11-28T14:43:21.558432
"Did you know office workers who take a 15-minute post-lunch walk can reduce blood sugar spikes by 30%? Light activity after meals helps muscles absorb glucose, preventing rapid increases in blood sugar that contribute to metabolic disease. Take a brisk 15-minute walk around your office building or nearby park after lunch to regulate glucose.",Did you know office workers who take a 15-minute post-lunch walk can reduce blood sugar spikes by 30%?,"Light activity after meals helps muscles absorb glucose, preventing rapid increases in blood sugar that contribute to metabolic disease.",Take a brisk 15-minute walk around your office building or nearby park after lunch to regulate glucose.,The Lancet,general medical knowledge,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,life_stage_specific,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:58.799677,75,60,100,40,90,100,100,revise,"[""Provide a specific citation (DOI or URL) from 'The Lancet' or another reputable medical journal that supports the '30%' reduction claim for a 15-minute post-lunch walk. If a precise 30% figure isn't available, rephrase the numeric claim to be more general (e.g., 'significantly reduce' or 'help reduce') or provide a range supported by evidence."", ""If a specific source for '30%' cannot be found, consider removing the specific percentage and stating that light activity 'can help reduce' or 'can significantly lower' blood sugar spikes, which is generally accepted medical knowledge."", ""Clarify the 'source_url' to be a direct link to the supporting evidence, rather than 'general medical knowledge'.""]",google/gemini-2.5-flash,2025-11-28T14:43:27.264615
"Did you know increasing daily steps by just 2,000 can reduce your risk of premature death by 8-11%? Small increases in physical activity significantly improve cardiovascular health and reduce mortality, even for those with desk jobs. Use stairs instead of lifts, park further away, or take active breaks to accumulate more steps daily.","Did you know increasing daily steps by just 2,000 can reduce your risk of premature death by 8-11%?","Small increases in physical activity significantly improve cardiovascular health and reduce mortality, even for those with desk jobs.","Use stairs instead of lifts, park further away, or take active breaks to accumulate more steps daily.",World Health Organization (WHO),general medical knowledge,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,life_stage_specific,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:58.799681,85,80,100,60,95,100,100,revise,"[""Replace 'source_url': 'general medical knowledge' with a more specific, verifiable source from the WHO or a reputable medical organization/study that supports the claim about step count and mortality reduction. If a specific WHO source isn't readily available for this exact claim, rephrase the source to 'Numerous studies and public health recommendations' or similar, and remove the direct WHO attribution if it cannot be substantiated."", ""Consider rephrasing the 'hook' or 'explanation' to more explicitly align with the 'life_stage_specific' template. For example, 'As sedentary office workers in your 30s-50s, did you know increasing daily steps by just 2,000 can reduce your risk of premature death by 8-11%?'""]",google/gemini-2.5-flash,2025-11-28T14:43:31.694226
"Did you know that chronic sleep deprivation (less than 7 hours) increases obesity risk by 55%? Insufficient sleep disrupts hormones regulating appetite, leading to increased hunger and cravings for unhealthy foods. Prioritize 7-9 hours of quality sleep nightly by setting a consistent bedtime and creating a relaxing routine.",Did you know that chronic sleep deprivation (less than 7 hours) increases obesity risk by 55%?,"Insufficient sleep disrupts hormones regulating appetite, leading to increased hunger and cravings for unhealthy foods.",Prioritize 7-9 hours of quality sleep nightly by setting a consistent bedtime and creating a relaxing routine.,US Centers for Disease Control (CDC),https://www.cdc.gov/sleep/data_statistics.html,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,life_stage_specific,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:30:58.799684,75,70,100,60,90,90,100,revise,"[""Provide a more specific source for the '55%' numeric claim, ideally a direct link to a CDC publication or study that supports this figure. If a direct CDC source for this specific percentage cannot be found, consider rephrasing the numeric claim to be more general (e.g., 'significantly increases obesity risk') or removing it if it's not strongly supported."", 'Enhance the explanation by briefly mentioning specific hormones like ghrelin and leptin to strengthen the scientific basis.', ""To better align with the 'life_stage_specific' template and the target cohort, rephrase the hook to explicitly address sedentary office workers, e.g., 'Sedentary office workers, often juggling demanding schedules, are particularly susceptible to chronic sleep deprivation. Did you know that getting less than 7 hours of sleep increases obesity risk by 55%?'"", ""Consider adding a brief, practical tip for sedentary office workers within the action step, such as '...and creating a relaxing routine, even if it means scheduling wind-down time after work to help manage stress and improve sleep quality.'""]",google/gemini-2.5-flash,2025-11-28T14:43:38.707792
"Did you know prolonged sitting increases your risk of premature death by up to 50%? Sedentary habits slow metabolism, impacting blood sugar control and increasing metabolic disease risk. Regular movement counters this. Set a timer to stand and move for 5 minutes every hour. Try walking to the pantry or a colleague's desk.",Did you know prolonged sitting increases your risk of premature death by up to 50%?,"Sedentary habits slow metabolism, impacting blood sugar control and increasing metabolic disease risk. Regular movement counters this.",Set a timer to stand and move for 5 minutes every hour. Try walking to the pantry or a colleague's desk.,Health Promotion Board (HPB),https://www.healthhub.sg/live-healthy/1297/say-no-to-sedentary-lifestyle,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,easy_substitution,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:05.753731,85,90,100,95,100,100,100,approve,[],google/gemini-2.5-flash,2025-11-28T14:43:42.773500
"Did you know replacing sugared drinks with water can reduce type 2 diabetes risk by 20-30%? Liquid calories from sugary beverages contribute significantly to weight gain and insulin resistance, common in metabolic syndrome. Swap your daily teh tarik or soft drink for plain water, unsweetened tea, or sparkling water with a lime wedge.",Did you know replacing sugared drinks with water can reduce type 2 diabetes risk by 20-30%?,"Liquid calories from sugary beverages contribute significantly to weight gain and insulin resistance, common in metabolic syndrome.","Swap your daily teh tarik or soft drink for plain water, unsweetened tea, or sparkling water with a lime wedge.",National University Health System (NUHS),https://www.nuhs.edu.sg/News/Pages/Sugary-Drinks-Lead-to-Higher-Risk-of-Diabetes.aspx,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,easy_substitution,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:05.753737,95,95,100,85,100,100,100,revise,"[""Adjust the numeric claim in the hook and numeric_claim field to '14%' to accurately reflect the provided NUHS source. If a '20-30%' claim is desired, a different or additional source supporting that specific range should be provided.""]",google/gemini-2.5-flash,2025-11-28T14:43:47.238266
"Did you know a 10-15 minute post-lunch walk can cut your blood sugar spike by up to 22%? Light activity after meals helps muscles absorb glucose, preventing large blood sugar fluctuations that contribute to metabolic issues. Take a brisk walk around the office building or park after lunch instead of immediately returning to your desk.",Did you know a 10-15 minute post-lunch walk can cut your blood sugar spike by up to 22%?,"Light activity after meals helps muscles absorb glucose, preventing large blood sugar fluctuations that contribute to metabolic issues.",Take a brisk walk around the office building or park after lunch instead of immediately returning to your desk.,The Lancet (general medical knowledge),general medical knowledge,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,easy_substitution,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:05.753738,90,90,100,60,100,100,100,revise,"[""Provide a specific citation (journal, year, authors, DOI if possible) for the 'up to 22%' numeric claim. If a single study isn't available for that exact number, rephrase to reflect a range or a more general benefit (e.g., 'significantly reduce' or 'reduce by a notable amount') and cite a review article supporting the general principle."", ""Update 'source_url' to reflect the specific source provided.""]",google/gemini-2.5-flash,2025-11-28T14:43:52.535483
"Did you know choosing 'less sugar' for your kopi or teh can save you over 100 calories daily? Small, consistent reductions in sugar intake significantly impact overall calorie consumption and blood sugar levels over time. When ordering at the hawker centre, ask for 'siew dai' (less sugar) or 'kosong' (no sugar) for your beverages.",Did you know choosing 'less sugar' for your kopi or teh can save you over 100 calories daily?,"Small, consistent reductions in sugar intake significantly impact overall calorie consumption and blood sugar levels over time.","When ordering at the hawker centre, ask for 'siew dai' (less sugar) or 'kosong' (no sugar) for your beverages.",Health Promotion Board (HPB),https://www.healthhub.sg/live-healthy/1077/sweeter-choices,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,easy_substitution,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:05.753739,95,95,100,100,100,100,100,approve,[],google/gemini-2.5-flash,2025-11-28T14:43:55.593117
"Did you know swapping white rice for brown rice can reduce your type 2 diabetes risk by 11-36%? Brown rice has more fiber, which slows sugar absorption and improves insulin sensitivity compared to refined grains. At your next meal, opt for brown rice or a mix of brown and white rice instead of plain white rice.",Did you know swapping white rice for brown rice can reduce your type 2 diabetes risk by 11-36%?,"Brown rice has more fiber, which slows sugar absorption and improves insulin sensitivity compared to refined grains.","At your next meal, opt for brown rice or a mix of brown and white rice instead of plain white rice.",National University of Singapore (NUS),https://news.nus.edu.sg/switching-from-white-rice-to-brown-rice-may-reduce-risk-of-type-2-diabetes-by-11/,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,easy_substitution,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:05.753740,95,100,100,100,90,100,100,approve,[],google/gemini-2.5-flash,2025-11-28T14:43:59.034205
"Did you know prolonged sitting increases your risk of metabolic syndrome by up to 147%? Regular movement throughout the day improves insulin sensitivity, reducing fat storage and inflammation across your body's systems. Break the sitting cycle. Integrate 5-minute standing or walking breaks every hour during your workday. Set a reminder!",Did you know prolonged sitting increases your risk of metabolic syndrome by up to 147%?,"Regular movement throughout the day improves insulin sensitivity, reducing fat storage and inflammation across your body's systems. Break the sitting cycle.",Integrate 5-minute standing or walking breaks every hour during your workday. Set a reminder!,Health Promotion Board (HPB),https://www.hpb.gov.sg/healthy-living/physical-activity,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,cascade_multiplier,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:11.778657,65,50,100,20,90,100,100,revise,"[""Find a direct, credible source that supports the '147%' numeric claim regarding prolonged sitting and metabolic syndrome. If such a source cannot be found, the numeric claim should be removed or rephrased to be less specific (e.g., 'significantly increases your risk')."", ""Update the `source_url` to point directly to the specific study or article that contains the '147%' statistic, or remove the statistic if it cannot be verified."", ""If the '147%' claim is removed, consider replacing it with a more general but still impactful statement about the increased risk, or a different, verifiable statistic from the HPB source if available and relevant.""]",google/gemini-2.5-flash,2025-11-28T14:44:04.320931
"Did you know replacing sugary drinks with water can reduce your diabetes risk by 25%? This simple swap significantly lowers caloric intake and improves blood sugar control, impacting cardiovascular health and energy levels. Choose plain water or unsweetened tea over soft drinks and sweetened beverages during meals and breaks.",Did you know replacing sugary drinks with water can reduce your diabetes risk by 25%?,"This simple swap significantly lowers caloric intake and improves blood sugar control, impacting cardiovascular health and energy levels.",Choose plain water or unsweetened tea over soft drinks and sweetened beverages during meals and breaks.,National University Hospital (NUH) / National University of Singapore,https://www.nuhs.edu.sg/News/Pages/Sugary-drinks-and-your-health.aspx,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,cascade_multiplier,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:11.778666,85,80,100,70,95,100,100,revise,"[""Rephrase the hook to accurately reflect the source of the 25% statistic. For example, 'Did you know that research suggests replacing sugary drinks with water can reduce diabetes risk by 25% (as highlighted by NUH)?' or 'According to research cited by NUH, replacing sugary drinks with water can reduce diabetes risk by 25% (specifically for women).' This clarifies that NUH is reporting on research, not necessarily conducting it for this specific statistic."", ""Consider adding a brief mention of the context of the 25% (e.g., 'for women' or 'replacing one serving per day') if space allows, to provide more complete information from the original study cited by NUH.""]",google/gemini-2.5-flash,2025-11-28T14:44:09.613240
"Did you know even 15 minutes of post-lunch walking can reduce blood sugar spikes by 30%? This 'physical activity snack' helps muscles absorb glucose, preventing the energy crash and long-term metabolic strain from high blood sugar. Take a brisk 15-minute walk after your lunch break. Explore the park connector or around your office building.",Did you know even 15 minutes of post-lunch walking can reduce blood sugar spikes by 30%?,"This 'physical activity snack' helps muscles absorb glucose, preventing the energy crash and long-term metabolic strain from high blood sugar.",Take a brisk 15-minute walk after your lunch break. Explore the park connector or around your office building.,The Lancet,https://www.thelancet.com/journals/landia/article/PIIS2213-8587(16)30064-0/fulltext,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,cascade_multiplier,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:11.778667,85,90,100,80,100,100,100,revise,"[""Rephrase the numeric claim to be less definitive or provide a range, or attribute it to a more specific study if available. For example, 'Did you know even 15 minutes of post-lunch walking can significantly reduce blood sugar spikes?' or '...can reduce blood sugar spikes by up to 30% in some individuals, according to research.'"", 'If a specific study within The Lancet review supports the 30% claim for 15 minutes, pinpoint that study and reference it more directly, or acknowledge that the 30% is an illustrative figure based on the general findings of post-meal activity.', 'Consider adding a disclaimer that individual results may vary.']",google/gemini-2.5-flash,2025-11-28T14:44:14.941917
"Did you know prioritizing sleep can lower your risk of obesity by up to 55%? Quality sleep regulates hormones like ghrelin and leptin, controlling appetite and metabolism, which in turn supports weight management and mood. Aim for 7-8 hours of quality sleep nightly by setting a consistent bedtime and creating a relaxing routine.",Did you know prioritizing sleep can lower your risk of obesity by up to 55%?,"Quality sleep regulates hormones like ghrelin and leptin, controlling appetite and metabolism, which in turn supports weight management and mood.",Aim for 7-8 hours of quality sleep nightly by setting a consistent bedtime and creating a relaxing routine.,National Population Health Survey (NPHS) / Duke-NUS,https://www.duke-nus.edu.sg/allnews/news/sleep-deprivation-is-a-public-health-issue-in-singapore,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,cascade_multiplier,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:11.778669,65,70,100,30,90,90,100,revise,"[""Remove the specific numeric claim '55%' unless a direct, credible source for this exact statistic can be provided. If no such source exists, rephrase the hook to be more general about the benefits of sleep for obesity risk (e.g., 'Did you know prioritizing sleep can significantly lower your risk of obesity?')."", 'If the 55% claim is crucial, find the original research paper or report that supports this specific percentage and update the `source_url` and `source_name` accordingly.', 'Clarify the source attribution. If the information is from the NPHS, provide a direct link to the NPHS report or a more specific Duke-NUS publication that cites the NPHS data for this claim.', ""Ensure the 'ultimate outcome with %' aspect of the 'cascade_multiplier' template is accurately reflected by the source or rephrase to be qualitative if a specific percentage isn't available.""]",google/gemini-2.5-flash,2025-11-28T14:44:20.968505
"Did you know increasing muscle mass can boost resting metabolism by up to 15%? More muscle means your body burns more calories even at rest, making weight management easier and improving bone health and strength. Incorporate simple bodyweight exercises like squats or wall push-ups for 10 minutes, 2-3 times a week.",Did you know increasing muscle mass can boost resting metabolism by up to 15%?,"More muscle means your body burns more calories even at rest, making weight management easier and improving bone health and strength.","Incorporate simple bodyweight exercises like squats or wall push-ups for 10 minutes, 2-3 times a week.",SingHealth,https://www.singhealth.com.sg/patient-care/conditions-treatments/healthy-weight-loss-tips,"{'age_group': ['30-44', '45-59'], 'bmi': ['overweight', 'obese'], 'physical_activity': ['sedentary'], 'occupation_context': ['desk_job']}",Sedentary office workers at risk of metabolic diseases,cascade_multiplier,google/gemini-2.5-flash,0.7,2000,2025-11-28T14:31:11.778670,90,90,100,80,100,100,100,revise,"[""While the 15% figure is plausible, to enhance factual accuracy and source faithfulness, consider rephrasing the numeric claim or providing a more general statement if the exact 15% isn't directly attributable to the source. For example, 'Did you know increasing muscle mass can significantly boost resting metabolism?' or 'Did you know increasing muscle mass can boost resting metabolism, with some studies suggesting up to 15%?' If the 15% is from another credible source, consider adding that source. Alternatively, if the intent is to synthesize information, acknowledge that the specific percentage is a common estimate rather than a direct quote from the provided source. Given the cohort, the general message is highly beneficial, so a slight adjustment to the numeric claim's presentation would be ideal.""]",google/gemini-2.5-flash,2025-11-28T14:44:26.394104
